Date,Ticker,Open,High,Low,Close,Adj Close,Volume
2017-10-24,AAPL,39.072497999999996,39.355,39.049999,39.275002,37.274547999999996,71028800
2017-10-24,BTC,5935.52002,5935.52002,5504.180176,5526.640136999999,5526.640136999999,2735699968
2017-10-24,GOOG,48.5,48.6115,48.049999,48.527,48.527,24244000
2017-10-24,MSFT,78.900002,79.199997,78.459999,78.860001,74.10077700000001,17517200
2017-10-25,AAPL,39.227501000000004,39.387501,38.817501,39.102501000000004,37.110836,84828400
2017-10-25,BTC,5524.600098,5754.330078,5397.879883,5750.799805,5750.799805,1966989952
2017-10-25,GOOG,48.418499,48.804501,48.026001,48.6665,48.6665,24226000
2017-10-25,MSFT,78.58000200000001,79.099998,78.010002,78.629997,73.884659,20410800
2017-10-26,AAPL,39.307499,39.4575,39.195,39.352501000000004,37.348095,68002000
2017-10-26,BTC,5747.950195,5976.799805,5721.220215,5904.830078,5904.830078,1905040000
2017-10-26,GOOG,49.0,49.380001,48.610001000000004,48.627998,48.627998,40842000
2017-10-26,MSFT,79.199997,79.41999799999999,78.75,78.760002,74.006813,32120700
2017-10-27,AAPL,39.822497999999996,40.900002,39.674999,40.762501,38.686271999999995,177816800
2017-10-27,BTC,5899.740234000001,5988.390136999999,5728.819824,5780.899902,5780.899902,1710130048
2017-10-27,GOOG,50.459499,52.419498,50.41,50.963501,50.963501,103354000
2017-10-27,MSFT,84.370003,86.199997,83.610001,83.809998,78.752052,71066700
2017-10-28,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-10-28,BTC,5787.819824,5876.720215,5689.189941,5753.089844,5753.089844,1403920000
2017-10-28,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-10-28,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-10-29,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-10-29,BTC,5754.439941,6255.709961,5724.580078,6153.850098,6153.850098,2859040000
2017-10-29,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-10-29,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-10-30,AAPL,40.9725,42.017502,40.93,41.68,39.557037,178803200
2017-10-30,BTC,6114.850098,6214.990234000001,6040.850098,6130.529785,6130.529785,1772150016
2017-10-30,GOOG,50.700001,51.248501,50.375,50.855499,50.855499,41702000
2017-10-30,MSFT,83.699997,84.33000200000001,83.110001,83.889999,78.827225,31756700
2017-10-31,AAPL,41.974998,42.412498,41.735001000000004,42.259997999999996,40.107502000000004,144187200
2017-10-31,BTC,6132.02002,6470.430176,6103.330078,6468.399902,6468.399902,2311379968
2017-10-31,GOOG,50.761002000000005,51.200001,50.521,50.832001,50.832001,26614000
2017-10-31,MSFT,84.360001,84.360001,83.110001,83.18,78.160057,27086600
2017-11-01,AAPL,42.467499,42.485001000000004,41.4025,41.7225,39.597374,134551200
2017-11-01,BTC,6440.970215,6767.310059,6377.879883,6767.310059,6767.310059,2870320128
2017-11-01,GOOG,50.8605,51.483501000000004,50.8475,51.275002,51.275002,27468000
2017-11-01,MSFT,83.68,83.760002,82.879997,83.18,78.160057,22307400
2017-11-02,AAPL,41.650002,42.125,41.32,42.0275,39.886852000000005,165573600
2017-11-02,BTC,6777.77002,7367.330078,6758.720215,7078.5,7078.5,4653770240
2017-11-02,GOOG,51.088001,51.404499,50.650501,51.278999,51.278999,20980000
2017-11-02,MSFT,83.349998,84.459999,83.120003,84.050003,78.977562,23992900
2017-11-03,AAPL,43.5,43.564999,42.779999,43.125,40.92844,237594400
2017-11-03,BTC,7087.529785,7461.290039,7002.939941,7207.759765999999,7207.759765999999,3369860096
2017-11-03,GOOG,51.105499,51.6325,51.015499,51.624001,51.624001,21528000
2017-11-03,MSFT,84.08000200000001,84.540001,83.400002,84.139999,79.062134,17633500
2017-11-04,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-04,BTC,7164.47998,7492.859863,7031.279785,7379.950195,7379.950195,2483800064
2017-11-04,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-04,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-05,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-05,BTC,7404.52002,7617.47998,7333.189941,7407.410156,7407.410156,2380410112
2017-11-05,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-05,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-06,AAPL,43.092499,43.747501,42.93,43.5625,41.343658000000005,140105200
2017-11-06,BTC,7403.220215,7445.77002,7007.310059,7022.759765999999,7022.759765999999,3111899904
2017-11-06,GOOG,51.449501,51.7435,51.25,51.294998,51.294998,22504000
2017-11-06,MSFT,84.199997,84.699997,84.08000200000001,84.470001,79.37222299999999,19860900
2017-11-07,AAPL,43.477501000000004,43.8125,43.400002,43.702498999999996,41.476528,97446000
2017-11-07,BTC,7023.100098000001,7253.319823999999,7023.100098000001,7144.379883,7144.379883,2326340096
2017-11-07,GOOG,51.363499,51.698502000000005,51.2565,51.6665,51.6665,22246000
2017-11-07,MSFT,84.769997,84.900002,83.93,84.269997,79.18428,17939700
2017-11-08,AAPL,43.665001000000004,44.060001,43.5825,44.060001,41.815822999999995,97638000
2017-11-08,BTC,7141.379883,7776.419922,7114.02002,7459.689941,7459.689941,4602200064
2017-11-08,GOOG,51.526001,52.176102,51.422501000000004,51.9925,51.9925,21774000
2017-11-08,MSFT,84.139999,84.610001,83.83000200000001,84.559998,79.456764,18034200
2017-11-09,AAPL,43.7775,44.025002,43.285,43.970001,41.7304,117930400
2017-11-09,ADA,0.02516,0.03506,0.025006,0.032053,0.032053,18716200
2017-11-09,BTC,7446.830078,7446.830078,7101.52002,7143.580078,7143.580078,3226249984
2017-11-09,ETH,308.644989,329.451996,307.056,320.884003,320.884003,893249984
2017-11-09,GOOG,51.699501,51.699501,50.983299,51.563,51.563,24904000
2017-11-09,MSFT,84.110001,84.269997,82.900002,84.089996,79.01514399999999,21178400
2017-11-10,AAPL,43.7775,43.845001,43.567501,43.6675,41.592285,100582000
2017-11-10,ADA,0.032219,0.033348,0.026451,0.027119,0.027119,6766780
2017-11-10,BTC,7173.72998,7312.0,6436.870117,6618.140136999999,6618.140136999999,5208249856
2017-11-10,ETH,320.67099,324.717987,294.541992,299.252991,299.252991,885985984
2017-11-10,GOOG,51.323002,51.537997999999995,51.264,51.4035,51.4035,14400000
2017-11-10,MSFT,83.790001,84.099998,83.230003,83.870003,78.808418,19397800
2017-11-11,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-11,ADA,0.026891,0.029658999999999998,0.025684,0.027437,0.027437,5532220
2017-11-11,BTC,6618.609863000001,6873.149901999999,6204.220215,6357.600098,6357.600098,4908680192
2017-11-11,ETH,298.585999,319.45300299999997,298.191986,314.681,314.681,842300992
2017-11-11,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-11,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-12,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-12,ADA,0.02748,0.027951999999999998,0.022591,0.023977000000000002,0.023977000000000002,7280250
2017-11-12,BTC,6295.450195,6625.049805,5519.009765999999,5950.069824,5950.069824,8957349888
2017-11-12,ETH,314.690002,319.153015,298.513,307.90799,307.90799,1613479936
2017-11-12,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-12,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-13,AAPL,43.375,43.625,43.349998,43.4925,41.425613,67928400
2017-11-13,ADA,0.024364,0.0263,0.023495,0.025807999999999998,0.025807999999999998,4419440
2017-11-13,BTC,5938.25,6811.189941,5844.290039,6559.490234000001,6559.490234000001,6263249920
2017-11-13,ETH,307.024994,328.415009,307.024994,316.716003,316.716003,1041889984
2017-11-13,GOOG,51.171001000000004,51.578998999999996,51.128502000000005,51.287498,51.287498,17716000
2017-11-13,MSFT,83.660004,83.940002,83.459999,83.93,78.864822,14196900
2017-11-14,AAPL,43.259997999999996,43.369999,42.794998,42.834998999999996,40.799362,99130000
2017-11-14,ADA,0.025797000000000004,0.026788,0.025342,0.02623,0.02623,3033290
2017-11-14,BTC,6561.47998,6764.97998,6461.75,6635.75,6635.75,3197110016
2017-11-14,ETH,316.763,340.177002,316.763,337.631012,337.631012,1069680000
2017-11-14,GOOG,51.129501,51.3405,50.7075,51.299999,51.299999,19184000
2017-11-14,MSFT,83.5,84.099998,82.980003,84.050003,78.977562,18801300
2017-11-15,AAPL,42.4925,42.580002,42.095001,42.27,40.261210999999996,116632400
2017-11-15,ADA,0.026116000000000004,0.027773000000000003,0.025261000000000002,0.026445,0.026445,6858800
2017-11-15,BTC,6634.759765999999,7342.25,6634.759765999999,7315.540039,7315.540039,4200880128
2017-11-15,ETH,337.963989,340.911987,329.81298799999996,333.35699500000004,333.35699500000004,722665984
2017-11-15,GOOG,50.960499,51.204498,50.771,51.045502,51.045502,17080000
2017-11-15,MSFT,83.470001,83.690002,82.690002,82.980003,78.363716,19383100
2017-11-16,AAPL,42.794998,42.967499,42.575001,42.775002,40.74221,94550000
2017-11-16,ADA,0.026583,0.02817,0.025654000000000003,0.02758,0.02758,4888130
2017-11-16,BTC,7323.240234000001,7967.379883,7176.580078,7871.689941,7871.689941,5123809792
2017-11-16,ETH,333.442993,336.158997,323.60598799999997,330.924011,330.924011,797254016
2017-11-16,GOOG,51.125999,51.796001000000004,51.125999,51.625,51.625,22594000
2017-11-16,MSFT,83.099998,83.41999799999999,82.940002,83.199997,78.57148000000001,20962800
2017-11-17,AAPL,42.759997999999996,42.8475,42.41,42.537498,40.515991,87598000
2017-11-17,ADA,0.027143,0.027436000000000002,0.025184,0.025773,0.025773,3578870
2017-11-17,BTC,7853.569823999999,8004.589844,7561.089844,7708.990234000001,7708.990234000001,4651670016
2017-11-17,ETH,330.166992,334.963989,327.52301,332.39401200000003,332.39401200000003,621732992
2017-11-17,GOOG,51.7005,51.721001,50.887501,50.954498,50.954498,27942000
2017-11-17,MSFT,83.120003,83.120003,82.239998,82.400002,77.81598699999999,22079000
2017-11-18,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-18,ADA,0.025596999999999998,0.027122000000000004,0.024748,0.026369,0.026369,2930550
2017-11-18,BTC,7697.209961,7884.990234000001,7463.439941,7790.149901999999,7790.149901999999,3667190016
2017-11-18,ETH,331.980011,349.615997,327.68701200000004,347.612,347.612,649638976
2017-11-18,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-18,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-19,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-19,ADA,0.026243,0.028477999999999996,0.025581,0.028083999999999998,0.028083999999999998,4725050
2017-11-19,BTC,7766.029785,8101.910156,7694.100098000001,8036.490234000001,8036.490234000001,3149319936
2017-11-19,ETH,347.40100099999995,371.29098500000003,344.73999,354.385986,354.385986,1181529984
2017-11-19,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-19,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-20,AAPL,42.572497999999996,42.639998999999996,42.389998999999996,42.494999,40.475516999999996,65049600
2017-11-20,ADA,0.028151999999999996,0.0323,0.027612,0.029581,0.029581,16172400
2017-11-20,BTC,8039.069823999999,8336.860352,7949.359863,8200.639648,8200.639648,3488450048
2017-11-20,ETH,354.093994,372.136993,353.289001,366.730011,366.730011,807027008
2017-11-20,GOOG,51.013,51.130501,50.875,50.918999,50.918999,19070000
2017-11-20,MSFT,82.400002,82.589996,82.25,82.529999,77.938744,16315000
2017-11-21,AAPL,42.695,43.424999,42.695,43.285,41.227978,100525200
2017-11-21,ADA,0.029587000000000002,0.029708999999999996,0.027404,0.02833,0.02833,5836790
2017-11-21,BTC,8205.740234,8348.660156,7762.709961,8071.259765999999,8071.259765999999,4277609984
2017-11-21,ETH,367.442993,372.47000099999997,350.692993,360.40100099999995,360.40100099999995,949912000
2017-11-21,GOOG,51.165501,51.755501,51.132751,51.724499,51.724499,21940000
2017-11-21,MSFT,82.739998,83.839996,82.739998,83.720001,79.06255300000001,21237500
2017-11-22,AAPL,43.34,43.75,43.262501,43.740002000000004,41.66135,102355600
2017-11-22,ADA,0.028399,0.029033999999999997,0.027891000000000003,0.028549,0.028549,4938480
2017-11-22,BTC,8077.950195,8302.259766,8075.470215,8253.549805,8253.549805,3633530112
2017-11-22,ETH,360.31201200000004,381.420013,360.147003,380.652008,380.652008,800819008
2017-11-22,GOOG,51.75,51.985298,51.571498999999996,51.798,51.798,14926000
2017-11-22,MSFT,83.83000200000001,83.900002,83.040001,83.110001,78.48648100000001,20553100
2017-11-23,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-23,ADA,0.02854,0.028678,0.027444,0.027444,0.027444,5132300
2017-11-23,BTC,8232.379883,8267.400391,8038.77002,8038.77002,8038.77002,4225179904
2017-11-23,ETH,381.43899500000003,425.548004,376.088013,410.16598500000003,410.16598500000003,1845680000
2017-11-23,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-23,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-24,AAPL,43.775002,43.875,43.662498,43.7425,41.663738,56106800
2017-11-24,ADA,0.027406,0.028597000000000004,0.026963,0.028382,0.028382,5502350
2017-11-24,BTC,8074.02002,8374.160156,7940.930176000001,8253.69043,8253.69043,5058610176
2017-11-24,ETH,412.50100699999996,480.972992,402.757996,474.91101100000003,474.91101100000003,2292829952
2017-11-24,GOOG,51.793499,52.158901,51.75,52.030499,52.030499,10740000
2017-11-24,MSFT,83.010002,83.43,82.779999,83.260002,78.628151,7425600
2017-11-25,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-25,ADA,0.028324000000000002,0.030447000000000002,0.027747000000000004,0.030447000000000002,0.030447000000000002,6156460
2017-11-25,BTC,8241.709961,8790.919922,8191.149901999999,8790.919922,8790.919922,4342060032
2017-11-25,ETH,475.675995,485.19198600000004,461.053009,466.27600099999995,466.27600099999995,1422080000
2017-11-25,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-25,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-26,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-26,ADA,0.030437,0.039855,0.030118000000000002,0.036331999999999996,0.036331999999999996,30527100
2017-11-26,BTC,8789.040039,9522.929688,8775.589844,9330.549805,9330.549805,5475579904
2017-11-26,ETH,465.97399900000005,472.722992,451.60598799999997,471.329987,471.329987,1197779968
2017-11-26,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-26,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-11-27,AAPL,43.762501,43.77,43.334998999999996,43.522498999999996,41.454189,82867200
2017-11-27,ADA,0.036619,0.057127,0.036619,0.050593,0.050593,77777296
2017-11-27,BTC,9352.719727,9818.349609,9352.719727,9818.349609,9818.349609,5653320192
2017-11-27,ETH,471.53100599999993,493.40499900000003,468.48498499999994,480.35501100000005,480.35501100000005,1396480000
2017-11-27,GOOG,52.0,52.772999,51.922001,52.710499,52.710499,26158000
2017-11-27,MSFT,83.309998,83.980003,83.300003,83.870003,79.204201,18265200
2017-11-28,AAPL,43.575001,43.717499,42.965,43.267502,41.211308,105715200
2017-11-28,ADA,0.050627,0.13172999999999999,0.047949,0.119744,0.119744,240338000
2017-11-28,BTC,9823.429688,10125.700195,9736.299805,10058.799805,10058.799805,6348819968
2017-11-28,ETH,480.51800499999996,482.48001100000005,466.34698499999996,472.902008,472.902008,1346499968
2017-11-28,GOOG,52.754501,53.118752,52.0,52.370499,52.370499,28488000
2017-11-28,MSFT,84.07,85.059998,84.019997,84.879997,80.15802,21926000
2017-11-29,AAPL,43.157501,43.23,41.790001000000004,42.369999,40.356453,166665600
2017-11-29,ADA,0.11823499999999999,0.14690599999999998,0.081436,0.08971799999999999,0.08971799999999999,210624992
2017-11-29,BTC,10077.400391,11517.400391,9601.030273,9888.610352,9888.610352,11568799744
2017-11-29,ETH,473.28100599999993,522.307007,425.071014,427.52300999999994,427.52300999999994,2675940096
2017-11-29,GOOG,52.133998999999996,52.203998999999996,50.782501,51.083,51.083,49188000
2017-11-29,MSFT,84.709999,84.91999799999999,83.18,83.339996,78.70369699999999,27381100
2017-11-30,AAPL,42.607498,43.035,42.110001000000004,42.962502,40.920792,166108800
2017-11-30,ADA,0.09493,0.128303,0.09493,0.11988299999999999,0.11988299999999999,124345000
2017-11-30,BTC,9906.790039,10801.0,9202.049805,10233.599609,10233.599609,8310689792
2017-11-30,ETH,431.214996,465.497009,401.24301099999997,447.11401399999994,447.11401399999994,1903040000
2017-11-30,GOOG,51.1185,51.4245,50.75,51.070499,51.070499,34480000
2017-11-30,MSFT,83.510002,84.519997,83.339996,84.16999799999999,79.487534,33054600
2017-12-01,AAPL,42.487499,42.9175,42.125,42.762501,40.730305,159037200
2017-12-01,ADA,0.116622,0.131352,0.11303099999999999,0.131352,0.131352,73657600
2017-12-01,BTC,10198.599609,11046.700195,9694.650391,10975.599609,10975.599609,6783119872
2017-12-01,ETH,445.209015,472.60900899999996,428.31201200000004,466.540009,466.540009,1247879936
2017-12-01,GOOG,50.790001000000004,51.1245,50.101002,50.508499,50.508499,38192000
2017-12-01,MSFT,83.599998,84.809998,83.220001,84.260002,79.572517,29532100
2017-12-02,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-02,ADA,0.131633,0.138869,0.129132,0.132351,0.132351,56712600
2017-12-02,BTC,10978.299805,11320.200195,10905.099609,11074.599609,11074.599609,5138500096
2017-12-02,ETH,466.85101299999997,476.23901399999994,456.65301500000004,463.449005,463.449005,943649984
2017-12-02,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-02,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-03,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-03,ADA,0.132351,0.13922,0.124945,0.131807,0.131807,46458900
2017-12-03,BTC,11082.700195,11858.700195,10862.0,11323.200195,11323.200195,6608309760
2017-12-03,ETH,463.704987,482.81399500000003,451.85199000000006,465.85299699999996,465.85299699999996,990556992
2017-12-03,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-03,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-04,AAPL,43.119999,43.154999,42.407501,42.450001,40.432663,130169600
2017-12-04,ADA,0.131546,0.145946,0.12635,0.13587,0.13587,76392704
2017-12-04,BTC,11315.400391,11657.200195,11081.799805,11657.200195,11657.200195,6132409856
2017-12-04,ETH,466.053986,474.777008,453.31201200000004,470.20401,470.20401,1005550016
2017-12-04,GOOG,50.632999,50.805,49.7785,49.933997999999995,49.933997999999995,38128000
2017-12-04,MSFT,84.41999799999999,84.43,80.699997,81.08000200000001,76.56942,39094900
2017-12-05,AAPL,42.264998999999996,42.880001,42.099998,42.41,40.39455,109400800
2017-12-05,ADA,0.135625,0.136404,0.126777,0.12748800000000002,0.12748800000000002,50381100
2017-12-05,BTC,11685.700195,12032.0,11604.599609,11916.700195,11916.700195,6895260160
2017-12-05,ETH,470.29400599999997,473.55801399999996,457.660004,463.28100599999993,463.28100599999993,1216720000
2017-12-05,GOOG,49.797001,51.030499,49.414001,50.2575,50.2575,41346000
2017-12-05,MSFT,81.339996,82.68,80.980003,81.589996,77.051041,26152300
2017-12-06,AAPL,41.875,42.549999,41.615002000000004,42.252499,40.24453,114240000
2017-12-06,ADA,0.126748,0.132855,0.11388599999999999,0.11783900000000001,0.11783900000000001,75688800
2017-12-06,BTC,11923.400391,14369.099609,11923.400391,14291.5,14291.5,12656300032
2017-12-06,ETH,462.60400400000003,462.708008,420.209991,428.588013,428.588013,1998259968
2017-12-06,GOOG,50.075001,51.248501,50.056999,50.918999,50.918999,25440000
2017-12-06,MSFT,81.550003,83.139999,81.43,82.779999,78.17485,26162100
2017-12-07,AAPL,42.2575,42.610001000000004,42.227501000000004,42.330002,40.318352000000004,102693200
2017-12-07,ADA,0.11776600000000001,0.124176,0.105501,0.105501,0.105501,71024600
2017-12-07,BTC,14266.099609,17899.699219,14057.299805,17899.699219,17899.699219,17950699520
2017-12-07,ETH,426.368988,441.39700300000004,414.411011,434.40799000000004,434.40799000000004,2129570048
2017-12-07,GOOG,51.0215,51.712002000000005,50.903549,51.546501,51.546501,29164000
2017-12-07,MSFT,82.540001,82.800003,82.0,82.489998,77.90097800000001,23184500
2017-12-08,AAPL,42.622501,42.75,42.205002,42.342499,40.330269,93420800
2017-12-08,ADA,0.10614200000000001,0.120726,0.099136,0.11546500000000001,0.11546500000000001,70092400
2017-12-08,BTC,17802.900391,18353.400391,14336.900391,16569.400391,16569.400391,21135998976
2017-12-08,ETH,434.98901399999994,466.06201200000004,422.367004,456.03100599999993,456.03100599999993,2336379904
2017-12-08,GOOG,51.8745,52.102501000000004,51.626098999999996,51.852501000000004,51.852501000000004,25816000
2017-12-08,MSFT,83.629997,84.58000200000001,83.33000200000001,84.160004,79.478096,24489100
2017-12-09,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-09,ADA,0.114745,0.13865999999999998,0.113561,0.119609,0.119609,63308600
2017-12-09,BTC,16523.300781,16783.0,13674.900391,15178.200195,15178.200195,13911300096
2017-12-09,ETH,457.34399400000007,504.14700300000004,456.252991,473.502014,473.502014,2003849984
2017-12-09,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-09,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-10,AAPL,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-10,ADA,0.11979400000000001,0.11979400000000001,0.100133,0.11028099999999999,0.11028099999999999,46376600
2017-12-10,BTC,15168.400391,15850.599609,13226.599609,15455.400391,15455.400391,13433299968
2017-12-10,ETH,472.789001,472.789001,429.514008,441.721008,441.721008,1404179968
2017-12-10,GOOG,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-10,MSFT,-1.0,-1.0,-1.0,-1.0,-1.0,-1
2017-12-11,AAPL,42.299999,43.2225,42.197497999999996,43.1675,41.116066,141095200
2017-12-11,ADA,0.108927,0.12138299999999999,0.10863800000000001,0.12138299999999999,0.12138299999999999,39513900
2017-12-11,BTC,15427.400391,17513.900391,15404.799805,16936.800781,16936.800781,12153900032
2017-12-11,ETH,440.35800199999994,516.9689940000001,439.10400400000003,515.135986,515.135986,1771440000
2017-12-11,GOOG,51.775002,52.189999,51.602501000000004,52.055,52.055,23856000
2017-12-11,MSFT,84.290001,85.370003,84.120003,85.230003,80.488571,22857900
2017-12-12,AAPL,43.037498,43.0975,42.865002000000004,42.924999,40.885075,77636800
2017-12-12,ADA,0.12117699999999999,0.138008,0.114222,0.133891,0.133891,60056800
2017-12-12,BTC,16919.800781,17781.800781,16571.599609,17415.400391,17415.400391,14603799552
2017-12-12,ETH,522.286011,657.317993,504.493988,651.43103,651.43103,5179829760
2017-12-12,GOOG,51.981499,52.515499,51.684502,52.023998,52.023998,25590000
2017-12-12,MSFT,85.309998,86.050003,85.08000200000001,85.58000200000001,80.819092,23924100
2017-12-13,AAPL,43.125,43.384997999999996,43.0,43.067501,41.020809,95273600
2017-12-13,ADA,0.133739,0.141854,0.122368,0.13428099999999998,0.13428099999999998,61575000
2017-12-13,BTC,17500.0,17653.099609,16039.700195,16408.199219,16408.199219,12976900096
2017-12-13,ETH,644.9060059999999,747.992981,597.7979740000001,702.767029,702.767029,4524539904
2017-12-13,GOOG,52.306,52.333248,51.918999,52.030499,52.030499,25654000
2017-12-13,MSFT,85.739998,86.0,85.16999799999999,85.349998,80.601875,22062700
2017-12-14,AAPL,43.099998,43.282501,42.912498,43.055,41.008907,81906000
2017-12-14,ADA,0.133667,0.24075300000000002,0.13184300000000002,0.24075300000000002,0.24075300000000002,309307008
2017-12-14,BTC,16384.599609,17085.800781,16185.900391,16564.0,16564.0,13777399808
2017-12-14,ETH,700.5939940000001,753.1209719999999,664.989014,695.815979,695.815979,3821580032
2017-12-14,GOOG,52.25,52.924999,52.155499,52.4575,52.4575,31174000
2017-12-14,MSFT,85.43,85.870003,84.529999,84.690002,79.978607,19306000
2017-12-15,AAPL,43.407501,43.5425,43.115002000000004,43.4925,41.425613,160677200
2017-12-15,ADA,0.23320900000000003,0.23320900000000003,0.187032,0.21346700000000002,0.21346700000000002,207311008
2017-12-15,BTC,16601.300781,18154.099609,16601.300781,17706.900391,17706.900391,14309999616
2017-12-15,ETH,696.3759769999999,697.132019,621.060974,684.4479980000001,684.4479980000001,2758710016
